word,tf-idf,book
battles,3.3810920130926486e-05,war_peace.txt
Borodino,1.748840696427232e-05,war_peace.txt
draw,4.546985810710803e-05,war_peace.txt
map,1.9820194559508627e-05,war_peace.txt
several,0.0001643910254641598,war_peace.txt
changes,1.515661936903601e-05,war_peace.txt
conception,8.394435342850713e-05,war_peace.txt
spent,0.00010609633558325207,war_peace.txt
five,0.0001025986541903976,war_peace.txt
labor,1.9820194559508627e-05,war_peace.txt
appearance,3.497681392854464e-05,war_peace.txt
immediately,0.00012008706115466991,war_peace.txt
reputation,1.748840696427232e-05,war_peace.txt
judgment,1.28248317737997e-05,war_peace.txt
place,0.0003625929710592461,war_peace.txt
among,0.00022968107813077648,war_peace.txt
writers,1.1658937976181545e-05,war_peace.txt
following,6.762184026185297e-05,war_peace.txt
com,0.00018187943242843212,war_peace.txt
pa,2.215198215474494e-05,war_peace.txt
variety,1.3990725571417855e-05,war_peace.txt
occupations,1.1658937976181545e-05,war_peace.txt
none,4.780164570234434e-05,war_peace.txt
found,0.0002623261044640848,war_peace.txt
VI,2.0986088357126783e-05,war_peace.txt
affairs,0.00013058010533323333,war_peace.txt
learning,1.6322513166654167e-05,war_peace.txt
ancient,2.56496635475994e-05,war_peace.txt
series,4.430396430948988e-05,war_peace.txt
books,3.61427077261628e-05,war_peace.txt
With,0.0001643910254641598,war_peace.txt
urging,1.1658937976181545e-05,war_peace.txt
wife,0.0003486022454878282,war_peace.txt
friends,7.578309684518004e-05,war_peace.txt
Anna,0.0003404409889045011,war_peace.txt
appeared,0.00013524368052370594,war_peace.txt
considered,0.00010959401697610654,war_peace.txt
existence,3.730860152378095e-05,war_peace.txt
religion,2.4483769749981247e-05,war_peace.txt
faith,3.1479132535690174e-05,war_peace.txt
people,0.0005899422615947863,war_peace.txt
find,0.00019353837040461368,war_peace.txt
examination,1.28248317737997e-05,war_peace.txt
particularly,8.161256583327083e-05,war_peace.txt
ally,2.215198215474494e-05,war_peace.txt
own,0.0005887763677971681,war_peace.txt
personal,6.41241588689985e-05,war_peace.txt
adopted,1.9820194559508627e-05,war_peace.txt
new,0.00033111383852355594,war_peace.txt
dressed,9.210561001183422e-05,war_peace.txt
peasant,8.044667203565267e-05,war_peace.txt
devoted,2.56496635475994e-05,war_peace.txt
learned,7.22854154523256e-05,war_peace.txt
followed,0.00015040029989274193,war_peace.txt
exception,1.8654300761890475e-05,war_peace.txt
youngest,1.28248317737997e-05,war_peace.txt
daughter,0.00017838175103557764,war_peace.txt
mained,2.4483769749981247e-05,war_peace.txt
hostile,2.331787595236309e-05,war_peace.txt
teaching,1.3990725571417855e-05,war_peace.txt
tween,2.9147344940453866e-05,war_peace.txt
grew,0.00014573672470226932,war_peace.txt
attacked,2.9147344940453866e-05,war_peace.txt
state,0.00015273208748797825,war_peace.txt
divided,2.0986088357126783e-05,war_peace.txt
few,0.00019936783939270445,war_peace.txt
despite,6.762184026185297e-05,war_peace.txt
announced,2.9147344940453866e-05,war_peace.txt
ties,1.6322513166654167e-05,war_peace.txt
con,0.0003182890067497562,war_peace.txt
gate,6.41241588689985e-05,war_peace.txt
religious,1.1658937976181545e-05,war_peace.txt
attracted,2.331787595236309e-05,war_peace.txt
After,0.000211026777368886,war_peace.txt
visit,8.044667203565267e-05,war_peace.txt
concerned,2.56496635475994e-05,war_peace.txt
conditions,6.179237127376219e-05,war_peace.txt
subsequently,1.1658937976181545e-05,war_peace.txt
hun,1.748840696427232e-05,war_peace.txt
dred,1.515661936903601e-05,war_peace.txt
fifty,3.84744953213991e-05,war_peace.txt
relief,2.6815557345217555e-05,war_peace.txt
meet,0.00013291189292846962,war_peace.txt
intimacy,1.748840696427232e-05,war_peace.txt
IV,2.215198215474494e-05,war_peace.txt
hat,6.062647747614404e-05,war_peace.txt
explained,4.663575190472618e-05,war_peace.txt
favorite,3.84744953213991e-05,war_peace.txt
age,5.946058367852589e-05,war_peace.txt
increasing,1.6322513166654167e-05,war_peace.txt
authorities,2.331787595236309e-05,war_peace.txt
escaped,1.515661936903601e-05,war_peace.txt
f,2.9147344940453866e-05,war_peace.txt
either,0.0001364095743213241,war_peace.txt
within,8.627614102374344e-05,war_peace.txt
household,4.430396430948988e-05,war_peace.txt
position,0.00032062079434499254,war_peace.txt
living,0.00010143276039277946,war_peace.txt
eighty,1.3990725571417855e-05,war_peace.txt
aid,2.56496635475994e-05,war_peace.txt
fled,2.798145114283571e-05,war_peace.txt
broke,6.179237127376219e-05,war_peace.txt
train,3.1479132535690174e-05,war_peace.txt
station,2.331787595236309e-05,war_peace.txt
master,9.676918520230684e-05,war_peace.txt
hut,6.645594646423481e-05,war_peace.txt
November,1.6322513166654167e-05,war_peace.txt
public,3.031323873807202e-05,war_peace.txt
Russia,0.0002005337331903226,war_peace.txt
v,0.0008592637288445799,war_peace.txt
BOOK,0.0003812472718211366,war_peace.txt
ONE,4.313807051187172e-05,war_peace.txt
Pierre,0.0023387829580220182,war_peace.txt
Prince,0.0019004068901175921,war_peace.txt
Andrew,0.0012766537083918792,war_peace.txt
Anatole,0.0002541648478807577,war_peace.txt
Kurdgin,3.9640389119017254e-05,war_peace.txt
D,0.00033694330751164666,war_peace.txt
hov,1.515661936903601e-05,war_peace.txt
bet,2.56496635475994e-05,war_peace.txt
A,0.0005712879608328957,war_peace.txt
name,0.00014223904330941487,war_peace.txt
Rost,0.0008592637288445799,war_peace.txt
vs,0.0001538979812855964,war_peace.txt
Natasha,0.0005374770407019693,war_peace.txt
Boris,0.00032761615713070144,war_peace.txt
Mikhdylovna,6.645594646423481e-05,war_peace.txt
dying,6.645594646423481e-05,war_peace.txt
Count,0.00035559760827353715,war_peace.txt
Beziikhov,2.56496635475994e-05,war_peace.txt
house,0.0004698552004401163,war_peace.txt
talks,2.331787595236309e-05,war_peace.txt
va,4.780164570234434e-05,war_peace.txt
lovna,3.730860152378095e-05,war_peace.txt
Marya,3.031323873807202e-05,war_peace.txt
Dmitri,1.515661936903601e-05,war_peace.txt
S,0.0004686893066424982,war_peace.txt
Daniel,4.780164570234434e-05,war_peace.txt
Vasfli,0.0001002668665951613,war_peace.txt
Catiche,1.28248317737997e-05,war_peace.txt
portfolio,1.1658937976181545e-05,war_peace.txt
Bald,7.811488444041636e-05,war_peace.txt
Hills,9.093971621421606e-05,war_peace.txt
N,3.264502633330833e-05,war_peace.txt
Bolkonski,1.6322513166654167e-05,war_peace.txt
Princess,0.0006680571460352026,war_peace.txt
Mary,0.0008044667203565266,war_peace.txt
Julie,8.97738224165979e-05,war_peace.txt
leaves,3.1479132535690174e-05,war_peace.txt
join,5.596290228567142e-05,war_peace.txt
gives,2.6815557345217555e-05,war_peace.txt
icon,5.013343329758065e-05,war_peace.txt
TWO,3.497681392854464e-05,war_peace.txt
near,0.00024250590990457615,war_peace.txt
Braunau,1.748840696427232e-05,war_peace.txt
Zherk,3.497681392854464e-05,war_peace.txt
okhov,0.0002903075556069205,war_peace.txt
Kutuzov,0.0003672565462497187,war_peace.txt
Austrian,7.928077823803451e-05,war_peace.txt
general,0.00045586447486869845,war_peace.txt
Le,1.1658937976181545e-05,war_peace.txt
Mack,2.798145114283571e-05,war_peace.txt
fool,4.780164570234434e-05,war_peace.txt
Denisov,0.00020636320217841335,war_peace.txt
Telydnin,2.798145114283571e-05,war_peace.txt
missing,1.1658937976181545e-05,war_peace.txt
purse,2.9147344940453866e-05,war_peace.txt
trouble,3.730860152378095e-05,war_peace.txt
fellow,0.000211026777368886,war_peace.txt
ficers,2.0986088357126783e-05,war_peace.txt
Enns,1.3990725571417855e-05,war_peace.txt
bridge,0.00015273208748797825,war_peace.txt
fire,0.00022968107813077648,war_peace.txt
sent,0.0002774827238331208,war_peace.txt
court,8.627614102374344e-05,war_peace.txt
Minister,3.61427077261628e-05,war_peace.txt
Hippolyte,5.946058367852589e-05,war_peace.txt
Kuragin,2.331787595236309e-05,war_peace.txt
les,1.8654300761890475e-05,war_peace.txt
received,0.00021219267116650415,war_peace.txt
Emper,2.9147344940453866e-05,war_peace.txt
Francis,1.515661936903601e-05,war_peace.txt
Bilibin,5.013343329758065e-05,war_peace.txt
story,8.860792861897975e-05,war_peace.txt
returns,1.28248317737997e-05,war_peace.txt
Bagrati,0.0001387413619165604,war_peace.txt
n,0.0002448376974998125,war_peace.txt
Napoleon,0.0006144260313447674,war_peace.txt
letter,0.0002704873610474119,war_peace.txt
Murat,6.41241588689985e-05,war_peace.txt
reports,5.246522089281696e-05,war_peace.txt
Captain,3.1479132535690174e-05,war_peace.txt
Tiishin,2.215198215474494e-05,war_peace.txt
Soldiers,1.28248317737997e-05,war_peace.txt
front,0.00031129364396404726,war_peace.txt
dier,1.3990725571417855e-05,war_peace.txt
shot,5.829468988090773e-05,war_peace.txt
Bagration,1.9820194559508627e-05,war_peace.txt
action,0.00022734929053554016,war_peace.txt
battery,7.811488444041636e-05,war_peace.txt
Schon,2.215198215474494e-05,war_peace.txt
Grabern,1.8654300761890475e-05,war_peace.txt
Battle,1.28248317737997e-05,war_peace.txt
command,0.00015739566267845088,war_peace.txt
ers,4.663575190472618e-05,war_peace.txt
lokhov,1.515661936903601e-05,war_peace.txt
order,0.00029497113079739314,war_peace.txt
retreat,9.327150380945236e-05,war_peace.txt
forces,0.00010493044178563391,war_peace.txt
gun,6.062647747614404e-05,war_peace.txt
carriage,0.00012358474254752438,war_peace.txt
called,0.00028564398041644787,war_peace.txt
account,7.578309684518004e-05,war_peace.txt
depression,1.28248317737997e-05,war_peace.txt
THREE,3.264502633330833e-05,war_peace.txt
Vasili,0.00015972745027368718,war_peace.txt
ap,9.327150380945236e-05,war_peace.txt
Lise,3.9640389119017254e-05,war_peace.txt
Mademoiselle,0.0001317459991308515,war_peace.txt
Bourienne,0.0001387413619165604,war_peace.txt
Her,0.00010493044178563391,war_peace.txt
marrying,3.1479132535690174e-05,war_peace.txt
She,0.0008884110737850338,war_peace.txt
finds,2.0986088357126783e-05,war_peace.txt
nya,0.0004115605105592086,war_peace.txt
tasha,1.8654300761890475e-05,war_peace.txt
visits,1.6322513166654167e-05,war_peace.txt
Berg,0.00011892116735705178,war_peace.txt
camp,0.0001492344060951238,war_peace.txt
tells,2.331787595236309e-05,war_peace.txt
encounter,2.0986088357126783e-05,war_peace.txt
Emperor,0.000648236951475694,war_peace.txt
Dolgoriikov,1.28248317737997e-05,war_peace.txt
V,4.080628291663541e-05,war_peace.txt
devotion,2.6815557345217555e-05,war_peace.txt
Dolgorukov,2.9147344940453866e-05,war_peace.txt
opinion,0.00010493044178563391,war_peace.txt
posi,1.6322513166654167e-05,war_peace.txt
tion,0.0002728191486426482,war_peace.txt
Council,1.9820194559508627e-05,war_peace.txt
Weyrother,3.84744953213991e-05,war_peace.txt
plans,6.645594646423481e-05,war_peace.txt
Kutiizov,0.00018654300761890473,war_peace.txt
rec,1.515661936903601e-05,war_peace.txt
proclamation,1.9820194559508627e-05,war_peace.txt
M,3.264502633330833e-05,war_peace.txt
Austerlitz,5.596290228567142e-05,war_peace.txt
wounded,0.00024716948509504876,war_peace.txt
FOUR,1.9820194559508627e-05,war_peace.txt
leave,0.0002343446533212491,war_peace.txt
Club,5.013343329758065e-05,war_peace.txt
dinner,0.00019587015799984997,war_peace.txt
guest,1.8654300761890475e-05,war_peace.txt
honor,0.00017604996344034135,war_peace.txt
duel,3.264502633330833e-05,war_peace.txt
Hlene,2.215198215474494e-05,war_peace.txt
dead,8.394435342850713e-05,war_peace.txt
Denfsov,0.00027165325484503,war_peace.txt
proposal,1.8654300761890475e-05,war_peace.txt
logel,1.515661936903601e-05,war_peace.txt
ball,0.0001387413619165604,war_peace.txt
mazurka,1.3990725571417855e-05,war_peace.txt
rubles,7.46172030475619e-05,war_peace.txt
Natdsha,0.000761328649844655,war_peace.txt
losses,2.56496635475994e-05,war_peace.txt
FIVE,2.56496635475994e-05,war_peace.txt
ev,6.645594646423481e-05,war_peace.txt
becomes,1.748840696427232e-05,war_peace.txt
Pdvlovna,9.093971621421606e-05,war_peace.txt
takes,3.264502633330833e-05,war_peace.txt
Borfs,2.6815557345217555e-05,war_peace.txt
Old,3.1479132535690174e-05,war_peace.txt
Bolk,0.0002005337331903226,war_peace.txt
nski,0.00020169962698794077,war_peace.txt
commander,0.0002879757680116842,war_peace.txt
chief,0.0003031323873807202,war_peace.txt
Bilfbin,2.331787595236309e-05,war_peace.txt
campaign,0.00011425759216657916,war_peace.txt
baby,4.780164570234434e-05,war_peace.txt
goes,3.61427077261628e-05,war_peace.txt
Kiev,2.215198215474494e-05,war_peace.txt
estates,4.430396430948988e-05,war_peace.txt
talk,0.00030196649358310205,war_peace.txt
folk,3.1479132535690174e-05,war_peace.txt
regiment,0.0002308469719283946,war_peace.txt
provisions,2.56496635475994e-05,war_peace.txt
food,4.780164570234434e-05,war_peace.txt
gets,2.331787595236309e-05,war_peace.txt
hospital,3.1479132535690174e-05,war_peace.txt
Tilsit,1.9820194559508627e-05,war_peace.txt
present,0.00013990725571417855,war_peace.txt
Alexander,0.00015273208748797825,war_peace.txt
allies,1.3990725571417855e-05,war_peace.txt
Another,5.363111469043511e-05,war_peace.txt
bottle,4.430396430948988e-05,war_peace.txt
SIX,2.331787595236309e-05,war_peace.txt
drive,5.946058367852589e-05,war_peace.txt
bare,7.811488444041636e-05,war_peace.txt
oak,2.798145114283571e-05,war_peace.txt
Ros,7.928077823803451e-05,war_peace.txt
Otrddnoe,2.215198215474494e-05,war_peace.txt
Natd,1.748840696427232e-05,war_peace.txt
sha,5.596290228567142e-05,war_peace.txt
forest,7.578309684518004e-05,war_peace.txt
de,0.00042788302372586274,war_peace.txt
Sperdnski,7.46172030475619e-05,war_peace.txt
An,0.00019120658280937736,war_peace.txt
drew,0.0002308469719283946,war_peace.txt
Freemasons,1.28248317737997e-05,war_peace.txt
Joseph,3.3810920130926486e-05,war_peace.txt
Alex,2.9147344940453866e-05,war_peace.txt
evich,3.264502633330833e-05,war_peace.txt
H,1.8654300761890475e-05,war_peace.txt
lene,3.264502633330833e-05,war_peace.txt
success,5.596290228567142e-05,war_peace.txt
relations,7.46172030475619e-05,war_peace.txt
diary,1.28248317737997e-05,war_peace.txt
engaged,3.497681392854464e-05,war_peace.txt
Vera,1.28248317737997e-05,war_peace.txt
demands,1.6322513166654167e-05,war_peace.txt
mother,0.00027515093623788447,war_peace.txt
grand,2.4483769749981247e-05,war_peace.txt
dances,1.1658937976181545e-05,war_peace.txt
calls,1.748840696427232e-05,war_peace.txt
dis,0.00012475063634514254,war_peace.txt
forms,2.331787595236309e-05,war_peace.txt
effect,7.578309684518004e-05,war_peace.txt
evening,0.00022734929053554016,war_peace.txt
party,8.277845963088899e-05,war_peace.txt
son,0.0003427727764997374,war_peace.txt
tdsha,5.946058367852589e-05,war_peace.txt
distress,1.515661936903601e-05,war_peace.txt
absence,5.013343329758065e-05,war_peace.txt
become,0.000128248317737997,war_peace.txt
marry,9.910097279754315e-05,war_peace.txt
SEVEN,1.8654300761890475e-05,war_peace.txt
doubts,2.9147344940453866e-05,war_peace.txt
engagement,3.9640389119017254e-05,war_peace.txt
accounts,2.6815557345217555e-05,war_peace.txt
hunting,2.56496635475994e-05,war_peace.txt
wolf,7.345130924994374e-05,war_peace.txt
hunt,3.031323873807202e-05,war_peace.txt
begins,1.3990725571417855e-05,war_peace.txt
taken,0.00027864861763073897,war_peace.txt
fox,2.215198215474494e-05,war_peace.txt
huntsmen,1.515661936903601e-05,war_peace.txt
quarrel,1.748840696427232e-05,war_peace.txt
hare,4.080628291663541e-05,war_peace.txt
triumph,1.8654300761890475e-05,war_peace.txt
Uncle,0.000113091698368961,war_peace.txt
dance,4.546985810710803e-05,war_peace.txt
Otradnoe,1.3990725571417855e-05,war_peace.txt
pressed,0.00012008706115466991,war_peace.txt
Nata,2.56496635475994e-05,war_peace.txt
troyka,1.515661936903601e-05,war_peace.txt
Melyuk,1.3990725571417855e-05,war_peace.txt
Sonya,9.327150380945236e-05,war_peace.txt
barn,1.9820194559508627e-05,war_peace.txt
fortune,2.0986088357126783e-05,war_peace.txt
future,8.161256583327083e-05,war_peace.txt
looking,0.00042671712992824456,war_peace.txt
glasses,2.4483769749981247e-05,war_peace.txt
regi,3.84744953213991e-05,war_peace.txt
restless,1.515661936903601e-05,war_peace.txt
im,8.627614102374344e-05,war_peace.txt
return,0.00010842812317848838,war_peace.txt
EIGHT,2.4483769749981247e-05,war_peace.txt
Why,0.0003159572191545199,war_peace.txt
prince,0.0004103946167615904,war_peace.txt
Dr,1.1658937976181545e-05,war_peace.txt
treated,3.1479132535690174e-05,war_peace.txt
spy,1.3990725571417855e-05,war_peace.txt
discuss,1.6322513166654167e-05,war_peace.txt
melancholy,3.264502633330833e-05,war_peace.txt
accepted,4.080628291663541e-05,war_peace.txt
Mdrya,8.74420348213616e-05,war_peace.txt
Dmftrievna,4.1972176714253566e-05,war_peace.txt
call,0.00010376454798801575,war_peace.txt
Prin,4.1972176714253566e-05,war_peace.txt
cess,8.161256583327083e-05,war_peace.txt
Natisha,1.8654300761890475e-05,war_peace.txt
Hlne,5.246522089281696e-05,war_peace.txt
next,0.00016905460065463242,war_peace.txt
box,6.41241588689985e-05,war_peace.txt
described,3.1479132535690174e-05,war_peace.txt
arrive,2.56496635475994e-05,war_peace.txt
makes,3.497681392854464e-05,war_peace.txt
ac,9.093971621421606e-05,war_peace.txt
presents,2.215198215474494e-05,war_peace.txt
Sunday,1.748840696427232e-05,war_peace.txt
hear,0.00016672281305939613,war_peace.txt
George,4.080628291663541e-05,war_peace.txt
love,0.000519988633737697,war_peace.txt
reception,5.479700848805327e-05,war_peace.txt
perplexity,2.9147344940453866e-05,war_peace.txt
feelings,6.995362785708928e-05,war_peace.txt
receives,1.1658937976181545e-05,war_peace.txt
writes,2.0986088357126783e-05,war_peace.txt
breaking,2.9147344940453866e-05,war_peace.txt
angry,0.00012125295495228807,war_peace.txt
vent,1.515661936903601e-05,war_peace.txt
Dolokhov,5.712879608328958e-05,war_peace.txt
Balagd,2.331787595236309e-05,war_peace.txt
en,0.0001713863882498687,war_peace.txt
footman,4.663575190472618e-05,war_peace.txt
Dmitrievna,5.479700848805327e-05,war_peace.txt
Ilyd,1.9820194559508627e-05,war_peace.txt
kept,0.00017371817584510503,war_peace.txt
explanation,4.080628291663541e-05,war_peace.txt
herself,0.0003497681392854464,war_peace.txt
comet,1.28248317737997e-05,war_peace.txt
NINE,3.031323873807202e-05,war_peace.txt
generals,0.00010959401697610654,war_peace.txt
history,0.00017255228204748687,war_peace.txt
crosses,1.515661936903601e-05,war_peace.txt
Niemen,2.56496635475994e-05,war_peace.txt
sees,3.031323873807202e-05,war_peace.txt
Polish,5.013343329758065e-05,war_peace.txt
Uhlans,3.1479132535690174e-05,war_peace.txt
drowned,1.6322513166654167e-05,war_peace.txt
Bennigsen,8.044667203565267e-05,war_peace.txt
Em,7.69489906427982e-05,war_peace.txt
peror,6.41241588689985e-05,war_peace.txt
speaking,0.00016322513166654165,war_peace.txt
Balashev,0.00010609633558325207,war_peace.txt
crossed,7.69489906427982e-05,war_peace.txt
mission,1.3990725571417855e-05,war_peace.txt
King,5.12993270951988e-05,war_peace.txt
Naples,1.3990725571417855e-05,war_peace.txt
Davout,4.896753949996249e-05,war_peace.txt
presented,7.578309684518004e-05,war_peace.txt
poleon,4.546985810710803e-05,war_peace.txt
Vilna,2.9147344940453866e-05,war_peace.txt
interview,2.798145114283571e-05,war_peace.txt
staff,0.00015273208748797825,war_peace.txt
Barclay,5.829468988090773e-05,war_peace.txt
Drissa,2.6815557345217555e-05,war_peace.txt
parties,2.798145114283571e-05,war_peace.txt
introduced,1.8654300761890475e-05,war_peace.txt
Pfuel,5.712879608328958e-05,war_peace.txt
dog,5.013343329758065e-05,war_peace.txt
Ilyin,2.6815557345217555e-05,war_peace.txt
storm,1.8654300761890475e-05,war_peace.txt
officers,0.00023784233471410356,war_peace.txt
vna,1.28248317737997e-05,war_peace.txt
hussars,0.0001154234859641973,war_peace.txt
charge,2.6815557345217555e-05,war_peace.txt
pris,1.515661936903601e-05,war_peace.txt
illness,4.1972176714253566e-05,war_peace.txt
use,9.210561001183422e-05,war_peace.txt
doctors,3.730860152378095e-05,war_peace.txt
church,6.062647747614404e-05,war_peace.txt
serv,2.56496635475994e-05,war_peace.txt
ice,3.1479132535690174e-05,war_peace.txt
Mass,1.1658937976181545e-05,war_peace.txt
hears,1.1658937976181545e-05,war_peace.txt
prayer,4.430396430948988e-05,war_peace.txt
victory,9.327150380945236e-05,war_peace.txt
relation,5.712879608328958e-05,war_peace.txt
altered,2.331787595236309e-05,war_peace.txt
belief,1.3990725571417855e-05,war_peace.txt
